prompt_id,case_id,arm,condition,subset,qwen36_tokens
controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|mechanism,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,989
controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|mechanism_direction,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1036
controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|metadata_only,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,653
controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|mismatched,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1020
controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800|direction_only,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,time_respecting,direction_only,factorial,992
controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800|hidden,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,time_respecting,hidden,factorial,945
controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800|mechanism,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1092
controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800|mechanism_direction,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1139
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|direction_only,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,927
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|hidden,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,879
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|mechanism,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1033
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|mechanism_direction,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1081
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|mismatched,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1002
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500|direction_only,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1028
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500|hidden,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,981
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500|mechanism,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1118
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500|mechanism_direction,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1165
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800|direction_only,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,1195
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800|hidden,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,1148
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800|mechanism,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1308
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800|mechanism_direction,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1355
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800|direction_only,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,923
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800|hidden,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,876
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800|mechanism,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,999
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800|mechanism_direction,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1046
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800|metadata_only,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,653
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800|mismatched,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1030
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800|direction_only,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,time_respecting,direction_only,factorial,1025
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800|hidden,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,time_respecting,hidden,factorial,978
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800|mechanism,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1125
controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800|mechanism_direction,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1172
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600|direction_only,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,1396
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600|hidden,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,1348
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1502
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600|mechanism_direction,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1550
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600|mismatched,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1471
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500|direction_only,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1107
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500|hidden,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1060
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1197
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500|mechanism_direction,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1244
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800|direction_only,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,1194
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800|hidden,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,1147
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1307
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800|mechanism_direction,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1354
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|direction_only,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,985
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|hidden,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,938
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,1061
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|mechanism_direction,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1108
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|metadata_only,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,651
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800|mismatched,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1092
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800|direction_only,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,time_respecting,direction_only,factorial,1034
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800|hidden,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,time_respecting,hidden,factorial,987
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1134
controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800|mechanism_direction,controlled__sp_hospital__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1181
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|direction_only,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,1327
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|hidden,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,1279
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1433
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|mechanism_direction,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1481
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600|mismatched,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1402
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss1|b9600|slot1|hidden,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,hidden,seed_replication,1242
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss1|b9600|slot1|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,mechanism,seed_replication,1396
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss2|b9600|slot2|hidden,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,hidden,seed_replication,1280
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss2|b9600|slot2|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,mechanism,seed_replication,1434
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss3|b9600|slot3|hidden,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,hidden,seed_replication,1284
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss3|b9600|slot3|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,mechanism,seed_replication,1438
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500|direction_only,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1085
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500|hidden,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1038
controlled__sp_hospital__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500|mechanism,controlled__sp_hospital__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1175
